LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
66759,[서울 잠실] 롯데월드 어드벤처 종합이용권 : 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66760,[경북 경주] 경주월드 자유이용권 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66761,[서울 잠실] 롯데월드 어드벤처 패밀리권 : 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66762,[서울 송파] 롯데월드 어드벤처 로티얼굴풍선 헤어밴드 PKG : 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66763,[서울 송파] 롯데월드 어드벤처 회전목마 인생사진 PKG : 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66764,[서울 송파] 롯데월드 어드벤처 포토 패키지 : 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66765,[서울 서초] 세빛섬 골든블루마리나 요트투어,* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
66766,[★특가] 경주월드 자유이용권 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66767,[강원 평창] 오션 700 종일권/오후권 비수기(~7/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66768,[남산] N서울타워 전망대+더플레이스 다이닝 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66770,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66771,[강원 동해] 동해보양온천,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66772,[경북 경주] 김유신장군묘,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66773,[경기] 안성 팜랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66774,제주  아쿠아플라넷 4월,* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66775,[경기 용인] 에버랜드 종일이용권(방문날짜 지정) (5/1~5/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66776,[서울 송파] 롯데월드 아쿠아리움 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66777,[충북 단양] HKC 한국 패러글라이딩,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66778,[한화] 설악워터피아 입장권 (3/29-4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66779,[서울 삼성] 바운스 트램폴린 파크 삼성센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66780,[서울 송파] 롯데월드 아쿠아리움 +서울스카이 패키지 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66781,[광주 서구] 바운스 트램폴린 파크 광주상무센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66782,[경북 구미] 바운스 트램폴린 파크 구미 홈플러스 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66783,[남양주] 바운스 트램폴린 파크 남양주 현대 프리미엄 아울렛 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66784,[부산 남구] 바운스 트램폴린 파크 부산용호 W센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66785,[수원 영통] 바운스 트램폴린 파크 수원 영통 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66786,[경기 용인] 바운스 트램폴린 파크 용인 동백 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66787,[서울 노원] 바운스 트램폴린 파크 월계이마트 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66788,[경기 용인] 바운스 트램폴린 파크 죽전 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66789,[경남 거제] 바운스 트램폴린 파크 거제 한화 벨버디어 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66790,[서울 서초] 바운스 트램폴린 파크 반포 센터,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66791,[경주] 한화리조트 뽀로로 아쿠아빌리지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66792,[★특가] 롯데월드 어드벤처 AF4+서울스카이 AF4 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66793,[★놀거리특가] 코엑스 아쿠아리움 종일권 2인,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66794,[강원 양양] 오색탄산온천,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66795,"[★놀거리특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66796,[강원 영월] HKC 한국 동강래프팅,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66797,[대구 달서] 이월드 연간회원권 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66798,[서울 광나루] 피크닉 109,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66799,[전남 여수] 미남크루즈 여수밤바다 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66800,[남산] N서울타워 N버거/제일제면소 식사패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66801,[★놀거리특가]  용인 짚라인 이용권 특가,"[업체정보] * 고객문의번호 : 1588-5219 * 업체정보:(주)짚라인코리아 * 업체주소:경기도 용인시 처인구 모현면 초부로 220 * 주차안내: 주차가능  [판매처안내] * 상품주관사 : 넥스트스토리 주식회사 * 문의전화 : 02-456-2014 * 상품문의 시간 :월~일 10:00 ~ 17:00 * (점심시간 12:00~13:00 / 추석,설 당일 휴무)"
66802,[강원 평창] 알파인코스터 입장권,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66804,[★놀거리특가] 문경 짚라인 이용권 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66805,[★놀거리특가] 부산 아쿠아리움 벗꽃 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66806,[★특가] 부산요트투어 더요트 성인권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66807,[강원 영월] HKC 동강래프팅+단양패러글라이딩,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66809,[서울 송파] 서울스카이 스카이브릿지 투어,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66810,[서울 송파] 롯데월드 아쿠아리움 연간이용권 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66819,[찜카] 제주 렌터카 : 5만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66820,[경기 동탄] 아르티스테마파크,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
66821,[찜카] 제주 렌터카 : 10만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66822,[찜카] 제주 렌터카 : 15만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66823,[찜카] 제주 렌터카 : 20만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66824,[★놀거리특가] 네이처파크 이용권 1+1 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66825,[서울 코엑스] 2021 서울국제주류박람회,• 문의전화 : 1599-8370(레저큐 고객만족실) • 상담시간 : 09:00~19:00(연중무휴)
66826,[찜카] 내륙 렌터카 : 5만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66827,[찜카] 내륙 렌터카 : 10만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66828,[찜카] 내륙 렌터카 : 15만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66829,[찜카] 내륙 렌터카 : 20만원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66830,[★놀거리특가] 롯데월드 어드벤처(~5/2),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66831,[서울 서초] 세빛섬 골든블루마리나 패밀리보트 특가,* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)
66832,[경북 경주] 무열왕릉,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66833,[★특가] [과천] 서울대공원 리프트PKG (리프트+동물원 입장권),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66834,[서울 송파] 서울스카이 주야권,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66836,[서울 송파] 서울스카이 4월,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
66840,[경주] 포석정,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
66850,[★특가] 에버랜드 종일이용권(방문날짜지정) (~4/30),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66863,[전북] 전북투어패스 무주반디여행권+덕유산 곤도라PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66875,[경기 화성]라바팜스토리+글램핑 바베큐,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66876,[대전 중구] 대전 아쿠아리움 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66886,[★단독] 이월드 연간회원권 4월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66896,[강원 홍천] 가리산 레포츠파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66897,[경남 밀양] 삼량진 트윈터널+달고나,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
66898,[서울] 서울마리나 한강 요트투어/요트스테이,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 18:00 (연중무휴)
67031,[제주 서귀포] 퍼시픽랜드 마린스테이지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67032,[제주 서귀포] 뽀로로&타요 테마파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67033,[제주 애월] 아르떼뮤지엄 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67034,[제주 서귀포] 제주민속촌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67035,[제주 서귀포] 윈드1947 카트 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67036,[제주 서귀포] 중문카트,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67037,[제주 서귀포] 무민랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67038,[제주 서귀포] 서귀포 잠수함,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
67039,[죠스떡볶이] 로제크림세트,* 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
67040,[죠스떡볶이] 2인세트,* 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
67041,[죠스떡볶이] 3인세트,* 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
67042,[죠스떡볶이] 4인세트,* 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
67043,[충남 예산] 덕산 스플라스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67046,[양양 기사문] 마린서프 서핑강습&렌탈,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
67047,[전북] 전북투어패스 무주반디여행권+덕유산 곤도라PKG 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67048,[전북] 전북투어패스 남원춘향사랑권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67049,[전북] 전북투어패스 한옥마을권(24시간) 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67050,[전북] 전북투어패스 무주반디여행권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67051,[경기 안성] 아쿠아필드 안성점(04/09~04/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
67052,[대구] 동성로패스 BIG 5,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67053,[죠스떡볶이] 1인세트,* 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
67056,[전북] 전북투어패스 2021정읍시립미술관 특별전시기획전 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67057,[전북 전주] 전북투어패스1일권+한옥 레일바이크pkg 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67058,[전북 전주] 전북투어패스 한옥마을권 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67059,"[전북] 전북투어패스 1,2,3일 통합권",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67060,[파주] 쇠꼴마을 봄축제 입장권,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
67061,[★놀거리특가] 롯데월드 아쿠아리움,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67064,"[★놀거리특가] 알파카와 떠나는 봄 힐링여행, 알파카월드",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67065,[전남 여수] 여수 해상짚트랙,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67066,[대구 달성] 네이처파크 주말놀거리+키즈대전 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67067,[★놀거리특가] 여수예술랜드 미디어아트 / 조각공원 / 트릭아트,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67068,[부산 해운대] 요트홀릭 요트투어,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67069,[대구] 동성로패스 BIG 2,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67070,[대구] 동성로패스 BIG 3,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67071,[★놀거리특가] 에버랜드 소인 종일이용권(~5/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67072,[★놀거리특가] 부산 엑스더스카이 (엘시티전망대),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67073,[선착순쿠폰할인★] 롯데월드 어드벤처 연간그린권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67075,[경주] 오릉,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67076,[경북] 청도투어패스 48시간권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67077,[부산] 영도투어버스,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67078,[대구] 동성로패스+체험공방 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67079,[대구] 동성로패스+스파크랜드PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67081,[충남 아산] 아산스파비스 4월/5월,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
67082,[경남 밀양] 참샘 허브나라,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67084,[강원 홍천] 오션월드 나들이 PKG,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
67085,[부산 해운대] SEA LIFE 부산아쿠아리움 연간회원권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67088,[경기]여주투어패스+장담그기체험 PKG,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
67091,[★특가] 에버랜드 가족세트 이용권(~21/5/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67227,[★특가] 제주 아쿠아플라넷(-5/31),* 업체명 : ㈜야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
67228,[경남] 참샘허브나라 + 체험 2종,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67229,[경기 시흥] 아시아최초 서핑테마파크 웨이브파크,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67230,[김해] 롯데 댕댕워터파크 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67231,[전북 완주] 청정테마 힐링센터 봄축제 입장권,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
67233,[★특가] 제주 그대나의뮤즈,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
67234,[★특가] 여수 해상짚트랙,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
