LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
63719,[경북] 군파크 익스트림 루지 이용권,* 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능(한번이라도 이용한 티켓은 환불 불가) * 사용한 티켓 환불 불가 * 중복 할인 적용 불가 * 부분환불 불가합니다. ex) 2회권 2매 구매후 1매사용후 1매 환불처리 불가 * 이용인원에 맞게 구입 바랍니다
63720,[X-MAS특가★] 뮤지엄오브컬러 63 특별전 얼리버드,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63721,[경기 광주] 곤지암리조트 프리미엄 렌탈샵 청춘스키,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며   * 이용일 10일전 취소시 100% 환불    * 이용일 7일전 취소시 50% 환불    * 이용일 3일전 취소시 10% 환불     * 이용일 2일전~당일 환불불가
63722,[전북 군산] 패러글라이딩 스쿨,"* 유효기간 내 100% 환불가능 * 유효기간 후 환불불가 (※단, 예약 당일 취소/환불 불가) *사용한 티켓은 환불 불가 *예약과 동시에 티켓은 사용처리됩니다. * 당일취소 및 시간 내 출발지에 없을 경우(미방문/미참석시)에 환불이 불가능 합니다. * (단, 기상악화로 인한 비행 취소 시 당일환불 가능합니다.) * 이용일 1일 전까지 사전 연락이 된 경우에만 체험 연기가 가능합니다."
63723,[대구 동구] 토이빌리지 혁신점,* 유효기간 무관 미사용 환불 100%				 * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63724,[강원 정선] 하이원 눈의나라 렌탈샵,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다.
63725,[경기 안성] 안성 팜랜드,* 미사용티켓 100% 환불 가능 * 사용한 티켓 환불 불가
63726,[홍천] 대명 비발디 파크 스키매니저 스키보드 강습,* 유효기간 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63727,[대구] 아이니 테마파크 100원 패스권,* 동의서 등록후 취소/환불 불가 * 패키지 1곳 이상 부분이용 시 환불 불가 * 유효기간 내 취소/환불 가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63729,[대명] 비발디파크 달인렌탈샵,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63730,[대구 달서] 이월드 자유이용권 크리스마스PKG,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63731,[특가★] 코엑스 아쿠아리움 커플권,* 유효기간 내 취소/환불 가능 * 유효기간 지난 후 환불 불가 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
63736,[강원 원주] 오크밸리 라스트렌탈샵 스키렌탈&강습권,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63739,[강원 평창] 20/21시즌 용평리조트 리프트권 특가,* 티켓 발권 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 부분 취소/환불은 불가합니다.
63740,[경남 김해] 가야테마파크 + 버스 PKG,"* 본 상품은 버스 이용에 따라 아래 환불 규정이 적용됩니다. * 이용일 3일 전 100%, 2일 전 80%, 1일 전 50% 환불 * 이용일 당일 취소 및 환불 불가 * 부분 취소 및 변경 불가 ->전체 취소 후 재구매"
63741,[경기 광주] 곤지암 보드박스 렌탈&강습,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불 * 이용일 7일전 취소시 50% 환불 * 이용일 3일전 취소시 10% 환불 * 이용일 2일전~당일 환불불가
63742,[강원 횡성] 웰리힐리파크 드림아이 패키지 (눈썰매/곤돌라/푸드코트),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 패키지 상품에 대해 부분환불은 불가합니다.
63743,[경기 포천] 베어스타운 스노우로드 렌탈샵,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며   * 이용일 10일전 취소시 100% 환불    * 이용일 7일전 취소시 50% 환불    * 이용일 3일전 취소시 10% 환불     * 이용일 2일전~당일 환불불가
63744,[강원 평창] 알펜시아 친절한 렌탈샵,"* (일반상품) * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 종료 전까지 미이용한 티켓은 자동 구매취소 처리됩니다.  * (유효기간 만료 4일 후  자동 구매취소처리)       * 사용한 티켓은 환불 불가능합니다.  * (강습상품) * 구매 후 유선상으로 예약 시, 환불불가 * 단, 현장사정에 따라 운행이 불가능해 질 경우에는 100%환불가능"
63745,[강원 횡성] 웰리힐리파크 눈놀이 패키지 (리프트권/장비렌탈/식사),* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 패키지 상품에 대해 부분환불은 불가합니다.
63746,[포천] 베어스타운 신스키 스키&보드 강습,"*구매 1시간 후 현장으로 유선 및 홈페이지 예약 필수 유선예약 : 010-7519-3325 *유효기간 내 미사용티켓 100% 환불가능 *유효기간 후 환불 불가 *사용한 티켓은 취소,환불이 불가능합니다. *단 천재지변시 전액 환불  *강습상품의 경우 예약이 필수이며 이용일 10일전 취소시 100% 환불  이용일 7일전 취소시 50% 환불  이용일 3일전 취소시 10% 환불   이용일 2일전~당일 환불불가"
63748,[경기 포천] 베어스타운 국가대표 렌탈샵,* 예약과 동시에 사용처리됩니다. * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63887,[정선] 하이원 쎄레노스키렌탈샵,* [예약 전 환불규정] * 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다.  * [예약 후 환불규정] * ※ 강습상품 예약 필수 * ※ 예약시 티켓은 사용처리됩니다. * 이용일 10일전 취소시 100% 환불 * 이용일 7일전 취소시 50% 환불 * 이용일 3일전 취소시 10% 환불 * 이용일 2일전~당일 환불불가
63888,[강원 원주] 오크밸리 스노프로 렌탈&강습,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 *이용일 10일전 취소시 100% 환불  *이용일 7일전 취소시 50% 환불  *이용일 3일전 취소시 10% 환불   *이용일 2일전~당일 환불불가
63891,[강릉]환타지컵 박물관 + 장길환 미술관,- 유효기간 내 취소시 100%환불     - 유효기간 후 취소시 환불불가   * (사용한 티켓 환불 불가)
63892,[강원 횡성] 웰리힐리파크 강습 런앤스키,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불 * 이용일 7일전 취소시 50% 환불 * 이용일 3일전 취소시 10% 환불 * 이용일 2일전~당일 환불불가
63898,훼미리하우스 콘도&스키샵,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가
63901,[강원 평창] 용평 스키911 렌탈샵,* 유효기간 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63904,[강원 정선] 하이원 삐에로 렌탈샵,* 유효기간 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63905,[충남 예산] 덕산 스플라스 워터파크 상시 (~2/28),* 사용한 티켓은 환불 불가합니다. * 유효기간 내 1회 사용가능합니다.
63906,[충북 제천] 해브나인스파 (~21/2/28),* 사용한 티켓은 환불 불가합니다. * 유효기간 내 1회 사용가능합니다.
63907,[강원 평창] 휘닉스파크 USNS 렌탈&강습,* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 강습상품의 경우 예약이 필수이며 * 이용일 10일전 취소시 100% 환불 * 이용일 7일전 취소시 50% 환불 * 이용일 3일전 취소시 10% 환불 * 이용일 2일전~당일 환불불가
63908,[강원 원주] 오크밸리 강윤정프로 스키 보드 렌탈샵,* 유효기간 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다. * 강습상품의경우 예약 필수이며 * 예약일 3일전 취소시 100% 환불  * 예약일 2일전 취소시 50% 환불  * 예약일 1일전 취소시 30%환불  * 당일취소 및 환불 불가  * 구매 후 시간 변경 및 날짜변경 불가
63909,[강원 홍천] 20/21 비발디파크 스키 월별 패스권 2차,"1. 패스권 유효기간 시작 전 :100% 환불 가능  2. 패스권 유효기간 시작 후 :  - 미사용의 경우 : 환불 위약금 10% 발생  - 사용의 경우 : 리프트 or 리프트&장비렌탈 정상가 반종일권 기준 금액을 제외하고 환불  * (단, 위약금과 이용횟수에 따른 이용권 정상가격 요금의 합이 패스권 구매 가격을 초과하였을 경우에는 환불되지 않는다.)    * ※스키시즌권 환불은 야놀자 고객센터로 신청 부탁드립니다."
63910,[강원 횡성] 웰리힐리파크 겨울시즌 객실 룸온리,[예약완료 전 취소규정] * 미예약 상태의 경우 유효기간 내 야놀자 고객센터 또는 마이페이지 접수 시 100% 환불됩니다. * 예약/이용 유무 확인 후 취소/환불 가능합니다.   [예약완료 후 취소규정] * 이용일 5일 전 : 100% 환불 가능 * 이용일 4일 전 : 90% 환불 가능 * 이용일 3일 전 : 80% 환불 가능 * 이용일 2일 전 : 70% 환불 가능 * 이용일 1일 전 : 60% 환불 가능 * 이용일 당일 : 50%  환불 가능 * 노 쇼 : 환불 불가  * 취소를 원하실 경우 야놀자 고객센터를 통해 취소 요청 부탁 드립니다.
63911,[강원 홍천] 대명 미스타스키보드학교,* 예약일 2일전 취소시 100% 환불  * 예약일 1일전 취소시 환불불가 * 당일취소 및 환불 불가  * 구매 후 시간 및 날짜변경 업체고객센터 문의
63912,[경기 용인] 양지파인리조트 스노우파크 얼리버드 입장권,"[취소/환불 규정] * 1. 유효기간 내 취소 접수 시, 100% 환불. * 2. 유효기간 종료 후 환불 불가. * 3. 부분취소 불가. * 4. 취소환불문의처 : 구매처 고객센터."
63918,[전북 고창] 석정휴스파 온천,* 미사용티켓 100% 환불 가능 * 유효기간 이후 미사용 티켓 100% 자동환불 * 사용한 티켓 환불 불가
63919,소노호텔앤리조트 워터파크 전지점 통합권,* 본 상품은 사용기간내 100% 환불 가능 * 부분환불 및 중복할인 불가 * 사용한 티켓 환불 불가
63921,[충남 태안] 아일랜드 리솜 오아식스 선셋스파(~2/28),* 사용한 티켓은 환불 불가합니다. * 유효기간 내 1회 사용가능합니다.
63922,[전남 여수] 퍼스트 요트투어&제트보트,"* 유효기간 내 미사용티켓 100% 환불가능 * 유효기간 후 환불 불가 * 사용한 티켓은 환불 불가능합니다. * 단, 천재지변시 전액 환불 * 이용일 10일전 취소시 100% 환불  * 이용일 7일전 취소시 50% 환불  * 이용일 3일전 취소시 10% 환불   * 이용일 2일전~당일 환불불가"
63923,[강원 춘천] 엘리시안 강촌 월드스키 렌탈샵,* 유효기간 후 환불 불가 * 유효기간 내 미사용티켓 100% 환불가능 * 사용한 티켓은 환불 불가능합니다.
63924,[충북 단양] 코리아 패러글라이딩,"* 기상 악화로 인해 체험이 어려울 경우 다른 날로 연기 또는 취소 가능합니다(100% 환불)   ※ 평일     - 예약일 1일전까지 100% 환불     - 예약일 당일 취소 시 환불 불가  ※ 금, 토, 일 & 공휴일     - 예약일 2일 전까지 100% 환불 가능     - 예약일 1일 전 ~ 당일 취소 시 환불 불가"
63925,[충북 단양] 더쎈패러글라이딩,* 예약당일 취소불가 * 기타 소비자 보호법에 근거한 환불규정을 준수합니다.
63926,[충남] 부여 수륙양용 시티투어,* 예약일 3일전 취소 : 100% 환불 * 예약일 2일전 취소 : 80% 환불 * 예약일 1일전 취소 : 70% 환불 * 예약일 당일취소 및 NO SHOW : 환불불가 * 천재지변으로 운행불가 : 100% 환불
