LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_TEL_NO
30536,코코몽 키즈랜드 순천점,061-720-5870
30539,[경기 안산]코코몽 키즈랜드 안산점,031-8085-1962
30544,[충남 대천] 국가대표 패러글라이딩,010-9848-2633
30547,[경주] 블루원 스핀카 주말 이용권,1899-1888
30566,[강원 춘천] ★제이드가든 : 키즈노트 전용,031-701-6921
30575,[경기 김포] 버드몽 테마파크 동물체험장,031-986-5740
30576,[강원 영월] 동강탑레포츠 래프팅 + 숙박 패키지,033-375-2992
30584,[경남 사천] 사천바다케이블카,02-2202-3435
30587,[강원 양양]몬스터 서퍼스,010-7414-3110
30594,[경기 포천] 포천 어메이징파크,031-532-1881
32125,[강원 춘천] BFS 남이섬 보트 투어,010-2222-4869
32136,[서울 강서] 정글대탐험 김포공항점 : 파충류/곤충체험전,02-2111-5568
32147,[경기 안양] VR GO : VR체험,031-445-8557
32159,[경기 용인] 캐리비안베이 종일/오후 이용권,031-320-5000
32160,[경기 부천] 웅진플레이도시 스노우파크 눈썰매 & 스키/보드,1577-5773
32161,[경남 김해] 롯데워터파크 종일권+찜질방&사우나,1661-2000
32164,[충남 천안] 상록 리조트 아쿠아피아 : 어린이날(연휴) 특별 이용권,041-560-9114
32166,[경북 경주] 히어로 키즈파크,054-624-0099
32168,지리산 온천랜드,061-780-7800
32170,[전북 무주]스노우밸리펜션 + 레저/식사 패키지,063-322-6678
32171,[안산] 동춘서커스 입장권,02-452-3112
32174,[서울 홍대] 홍대 엑스이스케이프 방탈출 전지점(상세정보필참),02-6082-0155
32176,[대구] 힐크레스트 : 에코어드벤처,053-767-6300
32188,[강원 강릉] 하슬라 아트월드 : 이색전시,033-644-9411
32189,[서울 송파] 올림픽공원 전동휠,010-7655-1611
32190,[충남 천안] 상록 리조트 아쿠아피아 주말 및 공휴일 이용권,041-560-9114
32202,[경북 경주]한복 나드리,010-5026-2490
32213,[강원 인제] 내린천 미래래프팅/ATV(산악오토바이),011-378-5037
32214,[경남 김해] 가야랜드 체험 놀이터,055-346-6000
32243,[충남 아산] 파라다이스 스파 도고,
32244,[강남/동대문/명동/광주/서면] 레전드히어로즈 5개지점,02-532-1348
32245,[전남 화순] 금호리조트 아쿠아나 실버시즌,061-372-8000
32268,[강원 춘천] 수상레저 V : ★여름방학 특가,010-5340-2399
32290,[경기 가평] 썸머타임 수상레저 왕초보라이딩 : ★ 특가 이벤트,010-9446-7009
32291,[경기 가평] 인기HOT스팟 BFS수상레저,010-2222-4869
32292,[경기 일산] 미니 키즈월드 킨텍스점,070-4801-4182
32312,[경기 용인] 에버랜드 부티풀 종일/야간권,031-320-5000
32339,[경기 가평] 레저캠프 수상레저,031-584-7782
32342,[경기 가평] 양세찬과 함께하는 AK 수상레저,031-584-7753
32345,[일산] 킨텍스 키즈락 페스티벌,031-995-8179
32346,[서울 종로] 테지움 서울,1877-0279
32347,[충북 충주] 탄금호 캠핑리조트 + 체험패키지,031-932-8188
32348,[남이섬] 가평 가평탑랜드 번지점프,031-582-5372
32349,[부산 북구] 화명수상레저 ★여름특가,010-5387-1344
32370,[부산] 키자니아 어린이 체험테마파크,1544-5110
32371,[충북] 힐링투어패스 + 제천짚트랙,043-646-8785
32372,[서울 잠실] 롯데월드 아쿠아리움,1661-2000
32373,[경기 가평] 워터플레이 수상레저 : ★ 1000매 한정 특가,070-4101-4654
32374,[서울 잠실] 롯데월드 아쿠아리움 + 롯데 뮤지엄,1661-2000
32383,[충북] 힐링투어패스 + 단양 패러마을 패러글라이딩,010-9031-3326
32386,[충북 충주] ★탄금호 캠핑리조트 + 체험패키지,010-2389-5114
32387,[충북 충주] ★탄금호 캠핑리조트 + 체험패키지 : 키즈노트,010-2389-5114
32388,[충남 태안] 안면도 익사이팅 레포츠 체험,041-672-2727
32406,[인천 송도] 도심형 테마파크 몬스터 VR,032-310-9576
32407,[서울 왕십리] V-PLEX 통합패키지,02-1577-6401
32409,[경기 가평] 미친 수상레저,010-8880-8420
32411,[서울 삼성] 코엑스 아쿠아리움,02-700-7200
32417,[강원 속초] 설악워터피아 로우시즌 종일권,054-777-8300
32418,[충남 태안] 신두리레포츠 ATV,041-675-8273
32420,[경기 용인] 캐리비안베이 종일/오후 이용권,031-320-5000
32431,[서울 노원] 피노파밀리아,02-938-0911
32434,[경기 파주] 헤이리 예술아 노올자,031-8071-0970
32435,[강원 영월] 동강 OK래프팅,033-375-0998
32439,[과천] 서울대공원 리프트 + 서울동물원 + 과학관 입장권 패키지,02-500-7335
32441,[경북 경주] 소인국 디오라마월드,1899-1165
32447,[부산] 삼정 더 파크 : 도심 속 사파리,051-811-8800
32448,[경기 과천] 서울랜드 After12 자유이용권,02-509-6000
32449,[전남 순천] 순천만국가정원 스카이큐브 탑승권,061-740-0600
32450,[대구] 대구 온천 엘리바덴 : 상인점,053-644-7000
32451,[대구] 엘리바덴 신월성점,053-288-5000
32457,[서울 잠실] 롯데월드 자유이용권,1661-2000
32459,[서울 잠실] 롯데월드 패밀리 자유이용권,1661-2000
32460,[서울 잠실] 롯데월드 자유이용권 + TGIF 식사 패키지,1661-2000
32461,[서울 잠실] 롯데월드 자유이용권 + 햄버거,1661-2000
32462,[서울 잠실] 롯데월드 자유이용권 + VR 체험,1661-2000
32464,[서울 잠실] 롯데월드 자유이용권 + 롯데뮤지엄,1661-2000
32465,[서울 잠실] 롯데월드 아쿠아리움 + 펍앤그릴,1661-2000
32481,[서울 강남] VR존 : 가로수길 본점,02-591-0770
32482,[경기 일산] VR존 : 일산웨돔점,031-907-9077
32483,[부산 중구] VR존 : 부산 엘큐브 광복점,070-4106-3348
32484,[대전 중구] VR존: 대전점,070-5101-3348
32485,[서울 강남] VR존 : 강남점,02-591-0770
32489,[전남 여수] 엑스포 카트,
32490,[전남 여수] 엑스포 스카이플라이 왕복권,061-666-2626
32491,[전남 여수] 마법의 지니카 탑승 체험,061-682-3361
32492,[전남 여수] 해상케이블카,02-2202-3435
32493,[여수] 디오션리조트 사우나,1588-0377
32494,[전남 광양] 와인동굴,061-794-7788
32495,[충남 천안] 쥬쥬피아,041-417 -7781
32496,[경북 경주] 히어로 키즈파크,054-624-0099
32498,[대구] 히어로 키즈파크,1670-6425
32499,[경기 수원] 플레이존 VR : 수원 인계점,031-898-7897
32502,[부산 송정] 서프닥터 프리미엄 강습,051-951-9000
32508,[서울 강서] 코코몽 키즈랜드 강서점,02-2667-9812
32509,[광주] 코코몽 키즈랜드 광주역점,062-510-7760
32510,[대전] 코코몽 키즈랜드 대전 중앙로점,042-718-2445
32511,[대구] 코코몽 키즈랜드 동아수성점,053-780-1977
32512,[부산] 코코몽 키즈랜드 부산대점,051-509-7391
32513,[경기 부천] 코코몽 키즈랜드 부천 뉴코아점,032-624-8051
32514,[서울 송파] 코코몽 키즈랜드 송파점,02-2157-5718
32515,[경기 수원] 코코몽 키즈랜드 수원터미널점,031-8065-3682
32516,[전남 순천] 코코몽 키즈랜드 순천점,061-720-5870
32518,[경기 수원] 코코몽 키즈랜드 동수원점,031-231-6956
32519,[경기 안산] 코코몽 키즈랜드 안산점,031-8085-1962
32520,[경기 가평] 썸머드림 수상레저,031-582-4145
32523,[서울 노원] 피노파밀리아,02-938-0911
32527,[서울 동대문] 판타 VR 테마파크 + 풀잎채 무료이용권,02-6388-1300
32532,[서울 동대문] 판타 VR 테마파크 + 풀잎채 무료이용권,02-6388-1300
32533,[서울 강남] 레전드 히어로즈 : 강남점,02-532-1348
32534,[서울 잠실] 레전드 히어로즈 : 테마파크,02-3213-4359
32535,[서울 동대문] 레전드 히어로즈 : 동대문점,02-6262-4533
32536,[서울 명동] 레전드 히어로즈 : 명동점,02-3783-5588
32537,[부산 부산진구] 레전드 히어로즈 : 부산서면점,051-806-3579
32538,[광주 서구] 레전드 히어로즈 : 광주상무점,062-375-2559
32539,[부산 송정] 멜로우 서프,051-703-7373
32540,웅진 플레이도시 디지털키즈카페 플랜디,032-721-3770
32541,[전북 군산] 교복은여기서 + 군산투어패스,010-5427-2445
32542,[충북 충주] 라이트월드,1522-1258
32565,[춘천/가평] 북한강 레인보우 투어패스,031-580-8114
32567,[서울 서초] 샤갈 러브 앤 라이프,02-332-8011
32570,[경기 가평] 르푸앙 수상레저,031-585-4280
32579,[경기 가평] 무한도전 수상레저,031-584-1884
32592,[경기 파주] 헤이리 공룡탐험대,031-8071-0970
32593,[경기 가평] 모비딕 수상레저 : ★ 여름특가,070-8811-5222
32594,[충남 천안] 상록리조트 놀이동산 BIG6 주말권,041-560-9114
32595,[충남 천안] 상록아쿠아피아 오후권,041-560-9114
32596,[서울 잠실] 롯데월드 자유이용권,1661-2000
32597,[강원 양양] 서파리,033-673-1455
32598,[경기 용인] 에버랜드 부티풀 종일/야간권,031-320-5000
32599,[강원 영월] 동강 레저 패키지 : 숙박+래프팅+ATV,1670-4626
32600,[경기 가평] 가평 별비치 워터파크 온수시즌,031-581-4999
32603,[경기 가평] 클럽제로 수상레저,010-6413-5880
32605,[경기 가평] 가평 별비치 워터파크 성수기 : 06/23 ~ 08/31,031-581-4999
32606,[경기 가평] 가평 별비치 워터파크 비수기 : 05/19 ~ 06/22,031-581-4999
32607,[강원 강릉] 크러쉬서프,033-661-1202
32608,[서울 수유] 주토피아 : 동물카페,010-8027-3400
32609,[강원 강릉] 커피커퍼 경포/왕산점 : 이색박물관,033-652-5599
32610,[경기 가평]철없는수상레저 ★ 고객감사 초특가,070-4190-4157
32613,[경기 가평] M2 수상레저 ★ 여름맞이 초특가,010-5324-9247
32621,[강원 양양] 모쿠서프,033-671-5184
32624,[서울 강서] 캔들&프리저브드 플라워 스튜디오,010-8956-3705
32626,[경기 가평] 룰루랄라 수상레저,010-2009-4942
32627,[경북 청도] 청도프로방스 패키지,054-372-5050
32632,[경기 파주] 헤이리 쿠키야 노올자,031-8071-0970
32642,[경기 이천] 스파플러스,
32643,[전북 고창] 석정휴스파,063-560-7500
32650,[경기 가평] 물미수상레저,010-3939-4110
32656,[강원 평창] ★ 휘닉스평창 블루캐니언 종일권,1588-2828
32685,[경기 가평] 락마리나 수상레저,010-3660-6755
32715,[서울 성수] 인생사진관2,1544-1657
32718,[경북 경산] 펀펀비치 워터파크 & 부대시설 이용권,053-817-5500
32719,[경기 파주] 헤이리 피자야 노올자,031-8071-0970
32725,[서울 강동] PSR 레이싱 : 성내본점,010-9979-3997
32727,[경북 경산] 펀펀비치 워터파크 골드시즌 이용권,053-817-5500
32741,[강원 춘천] 골든몽키 수상레저,010-4913-8583
32742,[강원 고성] 론존 서프,033-636-0131
32743,[경기 파주] 퍼스트 가든,031-957-6861
32744,[경기 파주] 금강산랜드 워터파크,031-949-6565
32756,[인천 송도] 도심형 테마파크 몬스터 VR 6월,032-310-9576
32758,[서울 용산] 반고흐 & 폴고갱 라이브展,1899-9156
32759,[제주 안덕] 신화월드 신화테마파크 입장권,064-908-8888
32764,[제주 안덕] 피규어뮤지엄 제주,064-792-2244
32765,[제주 구좌] 워터서커스,064-782-7870
32767,[제주 조천] 캐릭파크,064-784-3500
32768,[제주 구좌] 석예원 천연족욕테라피,070-4240-3388
32770,[제주 대정] 마라도가는 여객선 : 송악산항,064-794-6661
32771,[제주 서귀포] 믿거나말거나 박물관,064-738-3003
32773,[제주 중문] 플레이케이팝 박물관,064-780-9000
32774,[제주 서귀포] 워터월드 해수사우나,064-739-1930
32775,[제주 남원] 코코몽 에코파크,064-764-7777
32777,[제주 서귀포] 샹그릴라 요트 : 해안절경을 한번에,1544-2988
32778,[제주 서귀포] 마라도 잠수함,064-794-0200
32780,[제주 서귀포] 서귀포 유람선,064-732-1717
32782,[제주 서귀포] 아프리카 박물관,064-738-6565
32783,[제주 애월] 공룡랜드 & 앵무새사파리,064-746-3060
32784,[제주 제주시] 넥슨컴퓨터박물관,064-745-1994
32788,[제주 성산] 일출랜드,064-784-2080
32790,[제주 서귀포] 중문카트,064-738-8585
32792,[제주 대정] 초콜릿박물관,064-792-3121
32795,[제주 서귀포] 허브동산 주간권,064-787-7362
32796,[제주 구좌] 메이즈랜드,064-784-3838
32797,[제주 조천] 선녀와나무꾼 : 실내관광지,064-784-9001
32798,[제주 안덕] 점보빌리지 코끼리 트래킹 체험,064-792-1233
32799,[제주 안덕] 세계자동차 박물관 + 음료증정,064-792-3000
32801,[제주 구좌] 제주 레일바이크,064-783-0033
32802,[제주 표선] 민속촌 : 제주의 전통 체험,064-787-4501
32804,[제주 한경] 유리박물관,064-772-7777
32805,[제주 서귀포] 테디베어 뮤지엄 : 이색박물관,064-738-7600
32806,[제주 중문] 퍼시픽랜드,064-738-2888
32808,[제주 안덕] 항공우주박물관,064-800-2000
32809,[제주 남원] 휴애리 자연생활공원,064-732-2114
32810,[제주 안덕] 산방산 탄산온천,064-792-8300
32811,[제주 안덕] 소인국 테마파크,064-794-5400
32812,[제주 표선] 다이나믹 메이즈 EP3,064-787-877
32814,[제주 안덕] 코끼리테마쇼 점보빌리지,064-792-1233
32818,[제주 구좌] 김녕미로공원,064-782-9266
32820,[제주 대정] 노리매 테마파크,064-792-8211
32821,[제주 한림] 돌마을공원,064-772-4007
32822,[제주 성산] 오션파크 스노쿨링,064-784-6462
32823,[제주 안덕] 본태박물관,064-792-8108
32824,[제주 성산] 제주랜드 : 승마&ATV,064-784-3631
32828,[제주 안덕] 건강과 성 박물관,064-792-5700
32831,[제주 제주시] 러브랜드,064-712-6988
32835,[제주 서귀포] 서귀포 잠수함,064-732-6060
32836,[제주 제주시] 엘리펀시아,064-745-0082
32837,[제주 성산] 우도잠수함,064-784-2333
32838,[제주 애월] 테디베어 사파리 테지움,064-799-4820
32839,[제주 안덕] 카멜리아힐,064-723-1551
32840,[제주 한림] 한림공원,064-796-0001
32841,[제주 안덕] 올레크루즈 제트보트,1877-5770
32842,[제주 구좌] 제주바다체험장,064-784-5757
32843,[제주 서귀포] 여미지 식물원,064-735-1100
32845,[제주 조천] 짚라인 제주,1544-7991
32846,[제주 조천] 에코랜드,064-802-8020
32847,[제주 서귀포] 번개 과학 체험관,064-733-3500
32849,[제주 성산] 베니스랜드 테마파크,064-784-6566
32850,[제주 안덕] 헬로키티 아일랜드,064-792-6114
32851,[제주 서귀포] 쇠소깍 제트보트,064-733-0252
32852,[제주 성산] 공룡휴게소박물관,064-784-8338
32855,[충북] 힐링투어패스 + 충주 라이트월드 : ★쏘카 50% 할인 이벤트,1522-1258
32864,[제주 서귀포] 중문랜드 실탄사격장,064-739-7007
32865,[제주 한림] 바다하늘 패러글라이딩체험,010-3692-7345
32878,[제주 표선] 세계술박물관 : 이색박물관,064-787-9500
32887,[제주 조천] 돌문화공원,064-710-7731
32894,[경북 울진] 덕구온천 스파월드,054-782-0677
32895,[경북 울진] 덕구온천 리조트 대온천장,054-782-0677
32901,[경기 수원] 실내동물원 쥬몽,031-205-2991
32902,[강원 강릉] 알로하서프,010-4323-8009
32903,[경기 가평] 탑랜드수상레저,031-582-5372
32910,[제주 안덕] 오설록티뮤지엄 : 그린티아이스크림/티스톤체험,064-794-5312
32911,[제주 제주시] 유리박물관 : 이색박물관,064-792-6262
32912,[제주 대정] 마라도 정기 여객선 : 운진항,064-794-5490
32913,[제주 안덕] 하늘여행 행글라이더,064-794-0822
32914,[제주 서귀포] 쇠소깍배낚시,010-9354-3197
32915,[제주 한림] 오늘내일ATV,010-7413-6974
32916,[제주 남원] 그랑블루 낚시,010-2947-3299
32922,[서울 잠실] 스크린사격장 타겟존,02-417-4979
32923,[서울 왕십리] V-PLEX 통합패키지,02-1577-6401
32926,[강원 양양] 서프오션스,010-9085-1061
32927,[서울 삼성] 코엑스 아쿠아리움,02-700-7200
32936,[대전 대덕] PSR 레이싱 : 대전점,010-5124-4711
32937,[충남 천안] PSR 레이싱 : 천안점,010-4242-3830
32938,[서울 영등포] PSR 레이싱 : 영등포점,010-3742-6610
32939,[충남 서산] PSR 레이싱 : 서산점,041-662-2828
32940,[서울 강남] PSR 레이싱 : 대치점,010-4200-4816
32941,[제주 제주시] PSR 레이싱 : 제주점,064-757-5882
32942,[부산 해운대] PSR 레이싱 : 부산점,010-2286-4686
32943,[경기 안산] PSR 레이싱 : 안산점,010-9085-6650
